surface,ray_id,parent_id,depth,x,y,z,dx,dy,dz,power,intensity,u,v
Detector_main,2997,2276,3,-0.3470511504387462,-0.8062741777724759,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,-0.0025711504387461726,-0.003064177772475918
Detector_main,2998,2277,3,-0.3475441777724759,-0.8057811504387461,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,-0.003064177772475918,-0.002571150438746117
Detector_main,2999,2278,3,-0.3479441016151378,-0.80521,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,-0.0034641016151377713,-0.0020000000000000018
Detector_main,3000,2279,3,-0.34823877048314367,-0.8045780805733027,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,-0.0037587704831436586,-0.0013680805733027324
Detector_main,3001,2280,3,-0.34841923101204886,-0.8039045927106677,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,-0.003939231012048849,-0.0006945927106677408
Detector_main,3002,2281,3,-0.34848,-0.80321,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,-0.0040000000000000036,0.0
Detector_main,3003,2282,3,-0.34841923101204886,-0.8025154072893322,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,-0.003939231012048849,0.0006945927106677408
Detector_main,3004,2283,3,-0.34823877048314367,-0.8018419194266974,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,-0.0037587704831436586,0.0013680805733026213
Detector_main,3005,2284,3,-0.3479441016151378,-0.80121,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,-0.0034641016151377713,0.0020000000000000018
Detector_main,3006,2285,3,-0.3475441777724759,-0.8006388495612539,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,-0.003064177772475918,0.002571150438746117
Detector_main,3007,2286,3,-0.3470511504387462,-0.8001458222275241,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,-0.0025711504387461726,0.003064177772475918
Detector_main,3008,2287,3,-0.34648,-0.7997458983848622,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,-0.0020000000000000018,0.0034641016151377713
Detector_main,3009,2288,3,-0.3458480805733027,-0.7994512295168563,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,-0.0013680805733026769,0.0037587704831436586
Detector_main,3010,2289,3,-0.34517459271066775,-0.7992707689879511,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,-0.0006945927106677408,0.003939231012048849
Detector_main,3011,2290,3,-0.34448,-0.7985433333333333,2.6,0.0,0.0,-1.0,11778.958351291829,25308172522.102356,0.0,0.004666666666666708
Detector_main,3012,2291,3,-0.3437844694245112,-0.7985954561442827,2.6,0.0,0.0,-1.0,11778.958351291829,25308172522.102356,0.000695530575488823,0.004614543855717246
Detector_main,3013,2292,3,-0.3431044758527491,-0.7987506602396647,2.6,0.0,0.0,-1.0,11778.958351291829,25308172522.102356,0.001375524147250895,0.004459339760335301
Detector_main,3014,2293,3,-0.34245520921745143,-0.7990054786164553,2.6,0.0,0.0,-1.0,11778.958351291829,25308172522.102356,0.00202479078254858,0.004204521383544657
Detector_main,3015,2294,3,-0.3418511730623698,-0.799354219053192,2.6,0.0,0.0,-1.0,11778.958351291829,25308172522.102356,0.0026288269376302242,0.0038557809468079407
Detector_main,3016,2295,3,-0.3413058605570691,-0.7997890912647941,2.6,0.0,0.0,-1.0,11778.958351291829,25308172522.102356,0.0031741394429309344,0.003420908735205841
Detector_main,3017,2296,3,-0.3408314530818159,-0.8003003809246593,2.6,0.0,0.0,-1.0,11778.958351291829,25308172522.102356,0.0036485469181841146,0.002909619075340708
Detector_main,3018,2297,3,-0.34043854811567265,-0.8008766666666667,2.6,0.0,0.0,-1.0,11778.958351291829,25308172522.102356,0.004041451884327363,0.0023333333333332984
Detector_main,3019,2298,3,-0.34013592250632707,-0.8015050752196234,2.6,0.0,0.0,-1.0,11778.958351291829,25308172522.102356,0.004344077493672938,0.0017049247803765377
Detector_main,3020,2299,3,-0.3399303364098182,-0.8021715689748705,2.6,0.0,0.0,-1.0,11778.958351291829,25308172522.102356,0.004549663590181829,0.0010384310251294604
Detector_main,3021,2300,3,-0.33982638227982115,-0.8028612595632634,2.6,0.0,0.0,-1.0,11778.958351291829,25308172522.102356,0.00465361772017886,0.0003487404367366054
Detector_main,3022,2301,3,-0.33982638227982115,-0.8035587404367366,2.6,0.0,0.0,-1.0,11778.958351291829,25308172522.102356,0.00465361772017886,-0.0003487404367366054
Detector_main,3023,2302,3,-0.3399303364098182,-0.8042484310251294,2.6,0.0,0.0,-1.0,11778.958351291829,25308172522.102356,0.004549663590181829,-0.0010384310251294604
Detector_main,3024,2303,3,-0.34013592250632707,-0.8049149247803765,2.6,0.0,0.0,-1.0,11778.958351291829,25308172522.102356,0.004344077493672938,-0.0017049247803765377
Detector_main,3025,2304,3,-0.34043854811567265,-0.8055433333333333,2.6,0.0,0.0,-1.0,11778.958351291829,25308172522.102356,0.004041451884327363,-0.0023333333333332984
