4.3.2	(1.0181925740828, 0.7698948732431999, -2.4402038527)	(1.0181293005828, 0.7691906028432, -2.4407117215)	(1.0174250302828, 0.7692538763432, -2.4412195903)	(1.0174883036828, 0.7699581467432, -2.4407117215)
4.3.3	(1.0176235256828, 0.7700957832431999, -2.4406359113)	(1.0178218472828, 0.7707745092432, -2.4401242361)	(1.0171431213828, 0.7709728308432, -2.4406359113)	(1.0169447996828, 0.7702941049431999, -2.4411475865)
4.3.4	(1.0177225911828, 0.7689928218432, -2.4409492673)	(1.0177980548828, 0.7682897537432, -2.4414530204)	(1.0170949867828, 0.7682142900432, -2.4419567735)	(1.0170195230828, 0.7689173581432, -2.4414530204)
4.3.5	(1.0155816149828, 0.7706864225432, -2.4414616253)	(1.0151293226828, 0.7712299591432, -2.4419854362)	(1.0156728592828, 0.7716822513432, -2.4414616253)	(1.0161251515828, 0.7711387148432, -2.4409378144)
4.3.6	(1.0168206488828, 0.7708282099432, -2.440533484)	(1.0161934225828, 0.7711546868432, -2.4410495067)	(1.0165198993828, 0.7717819131432, -2.440533484)	(1.0171471257828, 0.7714554362432, -2.4400174614)
4.3.7	(1.0177806285828, 0.7714152129432, -2.4402065307)	(1.0172285700828, 0.7718570627432, -2.4407267725)	(1.0176704198828, 0.7724091212431999, -2.4402065307)	(1.0182224783828, 0.7719672714432, -2.4396862888)

4.4.1	(1.0239186300828, 0.7695650932432, -2.109463642)	(1.0237709963828, 0.7688735700432, -2.1099834589)	(1.0230794731828, 0.7690212037431999, -2.1105032758)	(1.0232271068828, 0.7697127268432, -2.1099834589)
4.4.2	(1.0233251902828, 0.7687359782432, -2.1096949461)	(1.0233121571827999, 0.7680289919432, -2.1102145148)	(1.0226051708828, 0.7680420249432, -2.1107340835)	(1.0226182038828, 0.7687490113432, -2.1102145148)
4.4.3	(1.0228273982828, 0.7694413347432, -2.1096971101)	(1.0225437715828, 0.7687936035432, -2.1102138524)	(1.0218960403828, 0.7690772303432, -2.1107305948)	(1.0221796670828, 0.7697249614432, -2.1102138524)
4.4.4	(1.0225367347828, 0.7677653847432, -2.110496663)	(1.0226666227828, 0.7670703097432, -2.1110200502)	(1.0219715477828, 0.7669404217432, -2.1115434374)	(1.0218416597828, 0.7676354967432, -2.1110200502)
4.4.5	(1.0217327275828, 0.7697299755432, -2.1099553253)	(1.0213278249828, 0.7691502736432, -2.1104709681)	(1.0207481230828, 0.7695551762432, -2.1109866109)	(1.0211530256828, 0.7701348781432, -2.1104709681)
4.4.6	(1.0217734009828, 0.7700415774432, -2.1103237219)	(1.0212831651828, 0.7705511545432, -2.1108376293)	(1.0217927423828, 0.7710413904432, -2.1103237219)	(1.0222829781828, 0.7705318132432, -2.1098098145)
4.4.7	(1.0235412783828, 0.7713283240432, -2.1099961274)	(1.0229467501828, 0.7709455234432, -2.1105080793)	(1.0225639496828, 0.7715400516431999, -2.1110200312)	(1.0231584778828, 0.7719228522432, -2.1105080793)
